rank	node	node_type	visit_count	visit_prob	degree
637	MED12	gene	436857	0.00023989	160
638	FGF17	gene	436713	0.00023981	120
639	IL1R1	gene	436160	0.0002395	96
640	DNA2	gene	435886	0.00023935	153
641	JARID2	gene	435660	0.00023923	165
642	DDX46	gene	435011	0.00023887	176
643	DNAJC16	gene	434247	0.00023845	215
644	EPN2	gene	432737	0.00023762	136
645	ITGA3	gene	431472	0.00023693	118
646	DYNLRB1	gene	431163	0.00023676	148
647	ATP12A	gene	431024	0.00023668	96
648	CELF1	gene	430959	0.00023665	228
649	FBXW7	gene	430835	0.00023658	191
650	ALDOA	gene	430430	0.00023636	187
651	STAT3	gene	430233	0.00023625	144
652	SIRT6	gene	429707	0.00023596	172
653	FGD5	gene	429312	0.00023574	190
654	THOC2	gene	428721	0.00023542	182
655	TSC2	gene	428673	0.00023539	132
656	AURKAIP1	gene	428415	0.00023525	151
657	COPS3	gene	427537	0.00023477	143
658	KIF7	gene	426853	0.00023439	153
659	POR	gene	426534	0.00023422	162
660	EVPL	gene	425756	0.00023379	86
661	ACVR1	gene	425661	0.00023374	88
662	CALML5	gene	425020	0.00023339	135
663	CD2BP2	gene	424866	0.0002333	183
664	CACNA2D1	gene	424778	0.00023325	108
665	SUMO2	gene	424757	0.00023324	181
666	NIPBL	gene	424464	0.00023308	123
667	PPIG	gene	424222	0.00023295	162
668	RBM39	gene	422974	0.00023226	198
669	EPHA1	gene	422953	0.00023225	138
670	SVIL	gene	422438	0.00023197	178
671	H2AX	gene	422280	0.00023188	164
672	UBL7	gene	422096	0.00023178	224
673	CHD4	gene	421641	0.00023153	177
674	ITGB8	gene	421507	0.00023146	112
675	FAF1	gene	421155	0.00023126	142
676	UBTF	gene	421051	0.00023121	176
677	LAMB1	gene	420523	0.00023092	123
678	BRPF3	gene	420251	0.00023077	167
679	LAMC1	gene	420236	0.00023076	122
680	RACK1	gene	419638	0.00023043	186
681	SCN3B	gene	418997	0.00023008	110
682	RAC1	gene	418689	0.00022991	154
683	ADAM10	gene	418267	0.00022968	111
684	AGR2	gene	417689	0.00022936	203
685	PRC1	gene	417647	0.00022934	195
686	KPNA3	gene	416996	0.00022898	173
687	FIP1L1	gene	416679	0.00022881	172
688	AR	gene	416224	0.00022856	150
689	MRPL42	gene	415799	0.00022832	148
690	NCSTN	gene	415453	0.00022813	170
691	JMJD6	gene	415333	0.00022807	173
692	PIK3C2A	gene	415270	0.00022803	158
693	DOCK1	gene	414110	0.0002274	107
694	EAF1	gene	413826	0.00022724	129
695	CACNA1D	gene	413503	0.00022706	93
696	MOSPD2	gene	413329	0.00022697	160
697	MRPL52	gene	412995	0.00022678	151
698	LARP4B	gene	412553	0.00022654	187
699	HAUS2	gene	412245	0.00022637	150
700	MRPL51	gene	411691	0.00022607	150
701	TIAM1	gene	411412	0.00022591	130
702	APP	gene	411181	0.00022579	131
703	CDK9	gene	410833	0.0002256	170
704	KIF1B	gene	410433	0.00022538	151
705	TWF1	gene	410146	0.00022522	149
706	H3C13	gene	409530	0.00022488	131
707	MRPL48	gene	409430	0.00022483	153
708	TET2	gene	409419	0.00022482	148
709	TLE3	gene	409171	0.00022468	124
710	RNF123	gene	409073	0.00022463	147
711	KCNQ1	gene	408373	0.00022425	138
712	UQCR11	gene	407822	0.00022394	117
713	CAV1	gene	407008	0.0002235	131
714	PRKAG1	gene	406885	0.00022343	131
715	CASC3	gene	406673	0.00022331	146
716	MPDZ	gene	405544	0.00022269	125
717	AGT	gene	405526	0.00022268	104
718	FGF13	gene	404759	0.00022226	121
719	CALML3	gene	404683	0.00022222	124
720	ROCK1	gene	402861	0.00022122	149
721	LARP7	gene	402284	0.0002209	184
722	MEX3B	gene	401837	0.00022066	213
723	CCL28	gene	401814	0.00022064	50
724	PHF10	gene	400694	0.00022003	130
725	MRPL14	gene	400691	0.00022003	146
726	IFT52	gene	400669	0.00022001	137
727	STAG2	gene	400244	0.00021978	137
728	HNRNPUL1	gene	400032	0.00021967	187
729	INSIG2	gene	399574	0.00021941	140
730	ASCC1	gene	399529	0.00021939	178
731	FRS2	gene	398976	0.00021909	112
732	ZZZ3	gene	398224	0.00021867	148
733	PLXNA2	gene	397827	0.00021845	97
734	PUM1	gene	396958	0.00021798	186
735	DCTN3	gene	396550	0.00021775	117
736	PDZD8	gene	396498	0.00021772	217
737	SNX9	gene	396403	0.00021767	139
738	MDM2	gene	396350	0.00021764	137
739	ARID2	gene	396010	0.00021746	121
740	EXOC7	gene	395950	0.00021742	118
741	GLI1	gene	395810	0.00021735	147
742	MORF4L2	gene	394479	0.00021662	142
743	RYR2	gene	392896	0.00021575	95
744	IREB2	gene	392332	0.00021544	192
745	PHIP	gene	391537	0.000215	178
746	RBX1	gene	391456	0.00021496	112
747	ATXN7	gene	391259	0.00021485	133
748	CHD1L	gene	390624	0.0002145	138
749	TNRC6B	gene	390598	0.00021448	190
750	HEXIM1	gene	390005	0.00021416	176
751	USP8	gene	389720	0.000214	129
752	PPP1R12A	gene	389654	0.00021397	162
753	ATG7	gene	389465	0.00021386	127
754	H3-3B	gene	389452	0.00021386	130
755	MRPL55	gene	389448	0.00021385	145
756	CREB3	gene	389096	0.00021366	112
757	FUBP3	gene	389053	0.00021364	206
758	CEP170	gene	389023	0.00021362	150
759	S100A10	gene	387880	0.00021299	131
760	OTUD4	gene	387793	0.00021294	184
761	ATG12	gene	386815	0.00021241	116
762	BCS1L	gene	386798	0.0002124	171
763	CDK13	gene	386575	0.00021228	146
764	LSM1	gene	386404	0.00021218	157
765	BICD1	gene	386240	0.00021209	176
766	ZNF593	gene	385952	0.00021193	147
767	SAP130	gene	385540	0.00021171	132
768	WDR26	gene	384997	0.00021141	125
769	RPS11	gene	384961	0.00021139	186
770	UBE2I	gene	384319	0.00021104	136
771	ATP6V0B	gene	383418	0.00021054	102
772	CHCHD1	gene	383239	0.00021044	139
773	STXBP5	gene	383182	0.00021041	83
774	PEF1	gene	383006	0.00021032	107
775	H3C12	gene	383005	0.00021032	122
776	ATP6V1H	gene	382668	0.00021013	119
777	TMED3	gene	382479	0.00021003	176
778	BAZ1B	gene	382347	0.00020995	159
779	SUN2	gene	382303	0.00020993	131
780	SLC18A3	gene	382039	0.00020978	95
781	CLTC	gene	381750	0.00020963	135
782	ECHS1	gene	381162	0.0002093	211
783	EDC3	gene	381009	0.00020922	133
784	MYO1E	gene	380343	0.00020885	171
785	ATIC	gene	380343	0.00020885	142
786	PHF8	gene	379583	0.00020844	156
787	PPM1B	gene	379573	0.00020843	148
788	MEAF6	gene	379249	0.00020825	116
789	TSPAN5	gene	378837	0.00020803	94
790	ANAPC11	gene	378698	0.00020795	111
791	TEKT4	gene	378630	0.00020791	64
792	APOD	gene	378286	0.00020772	100
793	FBN1	gene	378099	0.00020762	87
794	TBC1D22B	gene	378059	0.0002076	143
795	NUP133	gene	377456	0.00020727	138
796	RPS16	gene	377414	0.00020725	194
797	RUVBL2	gene	377360	0.00020722	148
798	HAUS4	gene	377310	0.00020719	109
799	COPS7A	gene	376932	0.00020698	131
800	SGIP1	gene	376439	0.00020671	99
801	EIF4ENIF1	gene	376422	0.0002067	190
802	PHF21A	gene	376029	0.00020648	121
803	PKD2	gene	375461	0.00020617	90
804	APOC1	gene	375368	0.00020612	73
805	F5	gene	375127	0.00020599	85
806	GRIP1	gene	375044	0.00020594	110
807	RPL23	gene	374868	0.00020585	180
808	IWS1	gene	374334	0.00020555	184
809	MDN1	gene	374140	0.00020545	184
810	RPL11	gene	374097	0.00020542	174
811	ERN1	gene	373929	0.00020533	111
812	ERC1	gene	373796	0.00020526	128
813	RPS2	gene	373116	0.00020488	188
814	BPTF	gene	372946	0.00020479	151
815	GOLPH3	gene	372809	0.00020472	123
816	RABGGTA	gene	372646	0.00020463	92
817	RPS9	gene	372344	0.00020446	179
818	RBM45	gene	371672	0.00020409	181
819	LONP1	gene	371572	0.00020404	156
820	FEM1B	gene	371389	0.00020394	112
821	NCALD	gene	371233	0.00020385	95
822	GRIN3A	gene	370975	0.00020371	78
823	MBIP	gene	370192	0.00020328	123
824	DCUN1D1	gene	370008	0.00020318	120
825	SMARCA4	gene	369955	0.00020315	128
826	ACTG1	gene	369404	0.00020285	125
827	IFNAR2	gene	369106	0.00020268	87
828	RPS18	gene	368884	0.00020256	175
829	PTPRK	gene	368814	0.00020252	124
830	COL2A1	gene	368681	0.00020245	78
831	ELMO1	gene	368218	0.0002022	89
832	HSPA1B	gene	367973	0.00020206	156
833	DDB1	gene	367947	0.00020205	140
834	JUN	gene	367924	0.00020203	128
835	TAF4B	gene	367824	0.00020198	119
836	MSH3	gene	367376	0.00020173	110
837	H3-4	gene	367266	0.00020167	131
838	COG4	gene	367190	0.00020163	92
839	NAA10	gene	366969	0.00020151	138
840	MED1	gene	366893	0.00020147	149
841	INTS6	gene	366720	0.00020137	91
842	DCAF5	gene	366457	0.00020123	103
843	HAUS6	gene	366368	0.00020118	112
844	SLC1A5	gene	365991	0.00020097	143
845	PBX2	gene	365895	0.00020092	84
846	H2AC8	gene	365636	0.00020078	144
847	G3BP1	gene	364978	0.00020042	162
848	CALML6	gene	364933	0.00020039	110
849	DDX42	gene	363984	0.00019987	169
850	FYN	gene	363953	0.00019985	113
851	SNRNP70	gene	363650	0.00019969	214
852	WASF2	gene	363461	0.00019958	110
853	ING1	gene	363343	0.00019952	127
854	TRAF6	gene	363332	0.00019951	113
855	CUL1	gene	363185	0.00019943	124
856	ZNF24	gene	363033	0.00019935	76
857	YWHAH	gene	362820	0.00019923	163
858	HNRNPA0	gene	362610	0.00019912	183
859	TECR	gene	362303	0.00019895	144
860	SLC2A1	gene	362132	0.00019885	119
861	LSM10	gene	361942	0.00019875	158
862	BTBD9	gene	361895	0.00019872	192
863	CACNA1B	gene	361603	0.00019856	86
864	SQSTM1	gene	361369	0.00019843	131
865	CALML4	gene	361077	0.00019827	108
866	SKP1	gene	360934	0.0001982	120
867	H2AZ1	gene	360857	0.00019815	132
868	RYBP	gene	360857	0.00019815	147
869	NUP210	gene	360580	0.000198	125
870	BLOC1S2	gene	359770	0.00019756	67
871	MYO9A	gene	359731	0.00019754	130
872	ZC3H18	gene	359730	0.00019753	173
873	EXOC5	gene	358930	0.0001971	111
874	PDF	gene	358376	0.00019679	161
875	SOCS2	gene	358294	0.00019675	109
876	MAP2K3	gene	358089	0.00019663	156
877	PTGS2	gene	358038	0.00019661	122
878	ABCF3	gene	357975	0.00019657	200
879	SPRY1	gene	357895	0.00019653	89
880	RPP30	gene	357729	0.00019644	120
881	TOP2B	gene	357615	0.00019637	167
882	NASP	gene	357589	0.00019636	137
883	CHMP4C	gene	357429	0.00019627	153
884	CACNA2D2	gene	357329	0.00019622	78
885	C9orf116	gene	356801	0.00019593	55
886	HSPB11	gene	356745	0.0001959	111
887	SIGMAR1	gene	356486	0.00019575	111
888	GTF3C3	gene	355939	0.00019545	131
889	RUVBL1	gene	355434	0.00019518	130
890	CDT1	gene	355295	0.0001951	111
891	DCUN1D5	gene	355293	0.0001951	116
892	MAPK1	gene	355012	0.00019494	128
893	CSDE1	gene	354785	0.00019482	162
894	PELP1	gene	354627	0.00019473	131
895	PIP4K2A	gene	354182	0.00019449	169
896	LYRM4	gene	354170	0.00019448	107
897	GATA4	gene	353956	0.00019436	109
898	ATL3	gene	353261	0.00019398	133
899	RBBP6	gene	352748	0.0001937	153
900	ETS1	gene	352387	0.0001935	112
901	CHAF1A	gene	352190	0.00019339	159
902	MYO7A	gene	351854	0.00019321	79
903	FZD5	gene	351781	0.00019317	73
904	YBX1	gene	351638	0.00019309	150
905	POLE4	gene	350962	0.00019272	101
906	TGM2	gene	350654	0.00019255	130
907	IFT140	gene	350604	0.00019252	102
908	POLR1E	gene	350464	0.00019245	151
909	LRRK1	gene	350121	0.00019226	107
910	MAPK11	gene	349840	0.0001921	146
911	ACAD9	gene	349778	0.00019207	136
912	ATP6V1D	gene	349476	0.0001919	104
913	NAA40	gene	349313	0.00019181	231
914	PEBP4	gene	349117	0.00019171	200
915	RBM3	gene	348920	0.0001916	143
916	GTPBP1	gene	348660	0.00019146	120
917	PIK3R1	gene	348552	0.0001914	105
918	BBS7	gene	348551	0.0001914	110
919	CRCP	gene	348536	0.00019139	108
920	MYO5B	gene	348308	0.00019126	137
921	POM121	gene	348063	0.00019113	123
922	HSD17B12	gene	348035	0.00019111	121
923	EHHADH	gene	348033	0.00019111	172
924	C9orf78	gene	347993	0.00019109	154
925	IL17RA	gene	347635	0.00019089	111
926	ACVR1B	gene	347437	0.00019078	78
927	POLR2A	gene	346973	0.00019053	132
928	GPATCH4	gene	346834	0.00019045	170
929	MGA	gene	346655	0.00019035	125
930	CUL3	gene	346647	0.00019035	115
931	INTS5	gene	346355	0.00019019	82
932	CEP76	gene	345977	0.00018998	149
933	SDC3	gene	345933	0.00018996	68
934	CLDN1	gene	345840	0.00018991	71
935	CHML	gene	345765	0.00018987	75
936	INO80	gene	345747	0.00018986	113
937	DAPK1	gene	345747	0.00018986	126
938	FKBP3	gene	345523	0.00018973	177
939	IFNGR1	gene	345424	0.00018968	86
940	PKN1	gene	345268	0.00018959	117
941	RPS3	gene	344798	0.00018934	165
942	KLHL9	gene	344765	0.00018932	95
943	HIF1A	gene	343820	0.0001888	123
944	ARID1B	gene	343456	0.0001886	111
945	RBMS1	gene	343452	0.0001886	180
946	FRYL	gene	343184	0.00018845	131
947	SAV1	gene	343133	0.00018842	117
948	CTSD	gene	343073	0.00018839	117
949	ZMYND8	gene	342919	0.0001883	137
950	DRG2	gene	342829	0.00018825	168
951	DISC1	gene	342827	0.00018825	137
952	PATL1	gene	342788	0.00018823	152
953	DLAT	gene	342544	0.0001881	135
954	HSPD1	gene	342273	0.00018795	167
955	SPTBN4	gene	342083	0.00018784	88
956	HTT	gene	341789	0.00018768	123
957	PDRG1	gene	341708	0.00018764	119
958	SYN2	gene	341446	0.00018749	107
959	YWHAQ	gene	341264	0.00018739	142
960	NCOR1	gene	341257	0.00018739	117
961	RPS19BP1	gene	341103	0.00018731	110
962	NUP160	gene	340902	0.0001872	119
963	ECT2	gene	340609	0.00018703	154
964	H2BC3	gene	340547	0.000187	132
965	AZGP1	gene	340206	0.00018681	114
966	PRKACA	gene	340155	0.00018679	115
967	KDM5C	gene	340121	0.00018677	132
968	NSMCE2	gene	339922	0.00018666	82
969	TAGLN2	gene	339774	0.00018658	158
970	NSMCE1	gene	339274	0.0001863	71
971	FLT4	gene	339198	0.00018626	79
972	RPS6KB1	gene	338911	0.0001861	120
973	RPS6	gene	338602	0.00018593	161
974	RAD9A	gene	338265	0.00018575	98
975	LTBP1	gene	337825	0.00018551	91
976	POLR2C	gene	337654	0.00018541	147
977	PRKD1	gene	337166	0.00018514	133
978	SMG1	gene	337062	0.00018509	107
979	EWSR1	gene	336905	0.000185	178
980	PAIP1	gene	336878	0.00018499	143
981	SLC25A41	gene	336815	0.00018495	135
982	MCC	gene	336672	0.00018487	158
983	FN1	gene	336483	0.00018477	100
984	NDRG1	gene	336258	0.00018465	148
985	EPC1	gene	336216	0.00018462	110
986	F3	gene	336068	0.00018454	76
987	OTUD3	gene	335781	0.00018438	162
988	TFAP2C	gene	335768	0.00018438	105
989	TFDP1	gene	335622	0.0001843	107
990	SHH	gene	335468	0.00018421	82
991	TMED9	gene	335076	0.000184	113
992	STRN3	gene	334990	0.00018395	99
993	ALDH3A2	gene	334662	0.00018377	138
994	TTC5	gene	334650	0.00018376	101
995	KCNQ3	gene	333786	0.00018329	134
996	PPP1CC	gene	333431	0.00018309	146
997	UBA2	gene	332897	0.0001828	145
998	CHD3	gene	332763	0.00018273	146
999	SYNJ2BP	gene	332713	0.0001827	98
1000	EIF1AY	gene	332140	0.00018238	141
1001	NCAPH2	gene	331982	0.0001823	138
1002	SOCS6	gene	331908	0.00018226	102
1003	TRIP12	gene	331858	0.00018223	131
1004	MEPCE	gene	331485	0.00018202	160
1005	RABGEF1	gene	331260	0.0001819	114
1006	MPPE1	gene	330717	0.0001816	84
1007	HSPA9	gene	330560	0.00018152	141
1008	VANGL1	gene	330339	0.0001814	117
1009	DAP3	gene	330249	0.00018135	141
1010	HNRNPA1	gene	329963	0.00018119	156
1011	TAC1	gene	329418	0.00018089	71
1012	WDR5	gene	329230	0.00018079	103
1013	COL8A1	gene	328760	0.00018053	78
1014	SNTA1	gene	328254	0.00018025	77
1015	BLVRB	gene	327875	0.00018004	139
1016	HNRNPUL2	gene	327870	0.00018004	168
1017	PRKN	gene	327761	0.00017998	142
1018	ESPN	gene	326610	0.00017935	81
1019	RPS8	gene	326580	0.00017933	163
1020	BRD7	gene	326398	0.00017923	141
1021	ARPC5L	gene	326382	0.00017922	110
1022	POLR2F	gene	326324	0.00017919	125
1023	DCAF16	gene	325968	0.000179	89
1024	CACYBP	gene	325626	0.00017881	129
1025	SLC39A4	gene	325181	0.00017856	84
1026	RPL4	gene	325172	0.00017856	164
1027	MEX3C	gene	325060	0.0001785	150
1028	PORCN	gene	324821	0.00017837	82
1029	COX6A1	gene	324619	0.00017825	107
1030	CHD1	gene	324379	0.00017812	135
1031	ZC3H11A	gene	324350	0.00017811	139
1032	CAPNS1	gene	324161	0.000178	86
1033	BCR	gene	323834	0.00017782	127
1034	DBI	gene	322640	0.00017717	71
1035	TRAPPC4	gene	322478	0.00017708	84
1036	CCDC8	gene	322259	0.00017696	142
1037	TCIRG1	gene	322090	0.00017687	94
1038	HELZ	gene	321897	0.00017676	153
1039	FOXA1	gene	321827	0.00017672	137
1040	SLC25A11	gene	321642	0.00017662	144
1041	BTF3	gene	321363	0.00017647	150
1042	SLC25A24	gene	320992	0.00017626	147
1043	USP33	gene	320986	0.00017626	123
1044	YY1	gene	320707	0.00017611	118
1045	SPPL2B	gene	320681	0.00017609	102
1046	SELENBP1	gene	320619	0.00017606	90
1047	BBS4	gene	320615	0.00017606	94
1048	MRPS5	gene	320454	0.00017597	141
1049	RHEB	gene	320274	0.00017587	103
1050	VPS36	gene	320126	0.00017579	96
1051	SEC62	gene	320089	0.00017577	124
1052	JAG1	gene	319903	0.00017566	87
1053	ERAL1	gene	319687	0.00017555	131
1054	MGST3	gene	318737	0.00017502	128
1055	CUX1	gene	318527	0.00017491	115
1056	EXOC6	gene	318422	0.00017485	85
1057	CDK1	gene	318384	0.00017483	117
1058	MAPK6	gene	318332	0.0001748	133
1059	ARHGEF6	gene	318107	0.00017468	95
1060	FZD10	gene	317935	0.00017458	82
1061	RPS23	gene	317478	0.00017433	155
1062	CTTN	gene	317139	0.00017415	126
1063	ATP6V1G1	gene	317126	0.00017414	89
1064	BRF1	gene	316992	0.00017407	118
1065	HOOK3	gene	316990	0.00017407	119
1066	FABP5	gene	316616	0.00017386	120
1067	CHMP1A	gene	316599	0.00017385	88
1068	LSS	gene	316177	0.00017362	63
1069	USP5	gene	316151	0.0001736	118
1070	DAZAP2	gene	315973	0.00017351	89
1071	SNX3	gene	315477	0.00017323	115
1072	POM121C	gene	315299	0.00017314	109
1073	KAT2B	gene	315074	0.00017301	107
1074	PRPF8	gene	314779	0.00017285	141
1075	GET4	gene	314775	0.00017285	112
1076	UBE2D4	gene	314718	0.00017282	106
1077	RANBP10	gene	314169	0.00017252	92
1078	PSMD10	gene	314097	0.00017248	104
1079	FLNA	gene	313709	0.00017226	121
1080	MTF2	gene	313370	0.00017208	126
1081	SUN1	gene	313360	0.00017207	91
1082	RPL5	gene	313285	0.00017203	141
1083	RAB27A	gene	313251	0.00017201	85
1084	DYNC2H1	gene	313191	0.00017198	94
1085	ARL6IP5	gene	313097	0.00017193	110
1086	RPS13	gene	312942	0.00017184	153
1087	GOT2	gene	312494	0.0001716	111
1088	SIRT3	gene	312201	0.00017144	104
1089	BNIP3	gene	312009	0.00017133	80
1090	RPS14	gene	311981	0.00017131	157
1091	AGO2	gene	311911	0.00017128	117
1092	RTN3	gene	311663	0.00017114	107
1093	C1orf131	gene	311558	0.00017108	104
1094	SYNE1	gene	311478	0.00017104	103
1095	NFATC2	gene	311333	0.00017096	116
1096	CSTF2T	gene	311257	0.00017092	129
1097	PLA2G10	gene	311254	0.00017092	81
1098	CSNK2A2	gene	311150	0.00017086	147
1099	YTHDC2	gene	310803	0.00017067	154
1100	MCM9	gene	310775	0.00017065	87
1101	ZDHHC5	gene	310639	0.00017058	134
1102	SCN2A	gene	310601	0.00017056	79
1103	C17orf49	gene	310493	0.0001705	118
1104	AFF1	gene	310400	0.00017045	95
1105	RPL3	gene	310209	0.00017034	158
1106	WDR33	gene	309958	0.0001702	127
1107	MRPL4	gene	309863	0.00017015	134
1108	NCKIPSD	gene	309741	0.00017008	102
1109	KIF1C	gene	309287	0.00016984	109
1110	RBM47	gene	308923	0.00016964	160
1111	TNKS	gene	308602	0.00016946	104
1112	PCMT1	gene	308376	0.00016934	131
1113	EPC2	gene	308105	0.00016919	100
1114	AUP1	gene	307959	0.00016911	105
1115	PLA2G7	gene	307844	0.00016904	54
1116	MACF1	gene	307676	0.00016895	125
1117	PFKM	gene	307148	0.00016866	118
1118	RASSF1	gene	307044	0.0001686	109
1119	RIPK2	gene	306927	0.00016854	102
1120	CDK2	gene	306897	0.00016852	109
1121	EHD1	gene	306776	0.00016846	97
1122	CLOCK	gene	306498	0.0001683	93
1123	PSMD5	gene	306339	0.00016822	103
1124	SPATA5	gene	306293	0.00016819	128
1125	WWOX	gene	306022	0.00016804	128
1126	MTX1	gene	305996	0.00016803	89
1127	PC	gene	305957	0.00016801	119
1128	LMAN2	gene	305853	0.00016795	102
1129	VAPA	gene	305850	0.00016795	133
1130	FBXO7	gene	305526	0.00016777	122
1131	KLKB1	gene	305470	0.00016774	61
1132	WWTR1	gene	305458	0.00016773	92
1133	SHISA9	gene	304692	0.00016731	49
1134	TBP	gene	304688	0.00016731	106
1135	POP4	gene	304371	0.00016714	93
1136	CHCHD4	gene	304161	0.00016702	111
1137	CPSF4	gene	303602	0.00016671	98
1138	IFI16	gene	303279	0.00016654	140
1139	GSTO2	gene	303244	0.00016652	113
1140	EPO	gene	303119	0.00016645	74
1141	NFKB1	gene	302993	0.00016638	131
1142	EML4	gene	302737	0.00016624	120
1143	PKN2	gene	302621	0.00016617	122
1144	SH3PXD2A	gene	301990	0.00016583	90
1145	EPHA3	gene	301937	0.0001658	97
1146	EGLN3	gene	301813	0.00016573	94
1147	LOX	gene	301653	0.00016564	102
1148	PPP2R1A	gene	301608	0.00016562	107
1149	SIRT1	gene	301461	0.00016554	112
1150	RPL8	gene	301144	0.00016536	149
1151	TXN2	gene	301060	0.00016532	123
1152	BLOC1S1	gene	301010	0.00016529	63
1153	SAC3D1	gene	300998	0.00016528	102
1154	CNOT8	gene	300965	0.00016527	81
1155	ITGA9	gene	300745	0.00016514	79
1156	ACBD3	gene	300555	0.00016504	102
1157	RPS3A	gene	300347	0.00016493	143
1158	ELOC	gene	300261	0.00016488	93
1159	HIP1	gene	300251	0.00016487	102
1160	AKAP5	gene	300223	0.00016486	82
1161	CHMP6	gene	300025	0.00016475	77
1162	MRPS10	gene	300014	0.00016474	131
1163	CENPT	gene	299646	0.00016454	75
1164	LLGL2	gene	299640	0.00016454	123
1165	UBASH3B	gene	299184	0.00016429	118
1166	BTRC	gene	298703	0.00016402	111
1167	MRPS9	gene	298243	0.00016377	125
1168	MAPRE2	gene	297855	0.00016356	117
1169	REV3L	gene	297570	0.0001634	91
1170	WDR90	gene	297182	0.00016319	117
1171	FZD8	gene	297126	0.00016316	60
1172	PSME2	gene	297022	0.0001631	94
1173	SCN8A	gene	296979	0.00016308	81
1174	UNC119	gene	296718	0.00016293	72
1175	TUBA1A	gene	296435	0.00016278	119
1176	POP7	gene	296376	0.00016275	93
1177	CDK3	gene	296311	0.00016271	92
1178	KIAA0355	gene	296305	0.00016271	148
1179	SMAD5	gene	296076	0.00016258	96
1180	WWC1	gene	296020	0.00016255	95
1181	RNF5	gene	295907	0.00016249	86
1182	SYNRG	gene	295715	0.00016238	83
1183	CLN3	gene	295369	0.00016219	100
1184	SRCAP	gene	295208	0.0001621	113
1185	IKBKG	gene	295197	0.0001621	111
1186	ERRFI1	gene	294727	0.00016184	90
1187	CCDC137	gene	294523	0.00016173	149
1188	HMGN5	gene	294187	0.00016154	144
1189	CISD3	gene	294129	0.00016151	147
1190	VPS53	gene	294080	0.00016148	81
1191	NUDCD3	gene	294045	0.00016147	92
1192	DSG2	gene	293924	0.0001614	120
1193	NRAS	gene	293590	0.00016122	131
1194	RAB5B	gene	293558	0.0001612	107
1195	BSCL2	gene	293406	0.00016111	67
1196	KIF21A	gene	293323	0.00016107	102
1197	CASP7	gene	293275	0.00016104	88
1198	GTF3C2	gene	293192	0.000161	110
1199	NID1	gene	293015	0.0001609	74
1200	RAB8B	gene	292943	0.00016086	97
1201	IL17RC	gene	292922	0.00016085	70
1202	GPC4	gene	292868	0.00016082	77
1203	RC3H2	gene	292852	0.00016081	141
1204	EIF4G3	gene	292838	0.0001608	121
1205	RHOB	gene	292753	0.00016076	140
1206	PCNA	gene	292718	0.00016074	108
1207	KCTD13	gene	292635	0.00016069	74
1208	EZH2	gene	292422	0.00016057	102
1209	MRPL3	gene	291956	0.00016032	129
1210	SRSF1	gene	291878	0.00016028	130
1211	H2BC11	gene	291684	0.00016017	93
1212	ADARB1	gene	291527	0.00016008	133
1213	SIAH2	gene	290798	0.00015968	92
