rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score
499	PRPF38A	gene	457052	0.00025098	188	0.03057854
500	ABI2	gene	456200	0.00025051	150	0.05294833
501	SEC31A	gene	455706	0.00025024	166	0.03349053
502	FOXO3	gene	455690	0.00025023	179	0.02843148
503	BIRC3	gene	455427	0.00025008	149	0.05306142
504	KRAS	gene	455017	0.00024986	211	0.00951352
505	AKT1	gene	454811	0.00024975	201	0.00769713
506	NUDT21	gene	454580	0.00024962	203	0.0250146
507	TBC1D22B	gene	454554	0.0002496	143	0.07986386
508	BRPF3	gene	454535	0.00024959	167	0.05320941
509	DDX24	gene	454125	0.00024937	223	0.02107931
510	GTF2I	gene	453942	0.00024927	185	0.03804008
511	EFTUD2	gene	453737	0.00024916	242	0.00513198
512	NPM1	gene	453173	0.00024885	226	0.00578956
513	RALY	gene	453119	0.00024882	205	0.02997059
514	CACNA1C	gene	452942	0.00024872	126	0.05970741
515	YWHAE	gene	450830	0.00024756	207	0.00908955
516	UBL7	gene	450643	0.00024746	224	0.02558433
517	HSPB1	gene	450066	0.00024714	331	0.01496571
518	MAP3K1	gene	449478	0.00024682	207	0.02192775
519	YWHAB	gene	449476	0.00024682	207	0.00917812
520	PDZD8	gene	449051	0.00024658	217	0.02654843
521	ARNT	gene	448394	0.00024622	169	0.0395293
522	SVIL	gene	448082	0.00024605	178	0.04054978
523	ACVR2B	gene	447735	0.00024586	111	0.09021526
524	VAC14	gene	447654	0.00024582	129	0.08362739
525	CEP97	gene	446846	0.00024537	165	0.04555171
526	RAP1B	gene	446644	0.00024526	154	0.05157186
527	THOC2	gene	445605	0.00024469	182	0.03886269
528	SENP3	gene	444534	0.0002441	197	0.02095781
529	LBR	gene	443534	0.00024355	177	0.03614868
530	ALDOA	gene	443120	0.00024333	187	0.03109285
531	ARPC1A	gene	442393	0.00024293	150	0.05666617
532	COMMD3	gene	442190	0.00024281	153	0.04200721
533	ERCC6	gene	441790	0.0002426	186	0.02090747
534	COPS2	gene	441309	0.00024233	168	0.03603257
535	MRPS24	gene	440605	0.00024194	205	0.0224095
536	BICD1	gene	440375	0.00024182	176	0.03871661
537	ANLN	gene	440020	0.00024162	214	0.00650333
538	ATP1B1	gene	439568	0.00024137	151	0.04879167
539	KLHL20	gene	439517	0.00024135	140	0.05586547
540	IFT52	gene	439517	0.00024135	137	0.06545408
541	EEFSEC	gene	439318	0.00024124	213	0.01671705
542	MAP3K5	gene	439249	0.0002412	165	0.03145261
543	VCP	gene	439126	0.00024113	207	0.00603216
544	PSMA4	gene	438272	0.00024066	175	0.02840366
545	TMED7	gene	437829	0.00024042	206	0.02118649
546	SIRT6	gene	437273	0.00024011	172	0.04192322
547	EIF5AL1	gene	436824	0.00023987	236	0.01580304
548	TGOLN2	gene	436520	0.0002397	156	0.04006417
549	YWHAG	gene	436246	0.00023955	207	0.0091562
550	TRA2A	gene	435112	0.00023893	217	0.01543731
551	ATP6V0C	gene	434372	0.00023852	128	0.06744049
552	NCSTN	gene	433991	0.00023831	170	0.04121481
553	EFNB2	gene	433908	0.00023827	144	0.04733743
554	DCP2	gene	433903	0.00023826	137	0.06670154
555	MYO9A	gene	433640	0.00023812	130	0.08833892
556	CD2BP2	gene	433247	0.0002379	183	0.03487692
557	EPHA1	gene	433085	0.00023782	138	0.06188444
558	HSPA4	gene	433031	0.00023779	184	0.00667109
559	OTUD4	gene	432409	0.00023744	184	0.03547123
560	FUBP3	gene	431986	0.00023721	206	0.02357924
561	TCF12	gene	431745	0.00023708	114	0.09028254
562	SMAD7	gene	431554	0.00023697	154	0.04059694
563	NOTCH1	gene	430138	0.0002362	266	0.02248141
564	MBD3	gene	430009	0.00023613	181	0.02766995
565	SCN3B	gene	429024	0.00023559	110	0.09908199
566	UTRN	gene	428591	0.00023535	147	0.04645628
567	PEX10	gene	428313	0.00023519	91	0.13773399
568	ASF1A	gene	428285	0.00023518	171	0.03109012
569	SETDB1	gene	428224	0.00023515	144	0.0553915
570	RNF8	gene	428156	0.00023511	162	0.04315149
571	RABGGTB	gene	428153	0.00023511	125	0.06491668
572	JMJD6	gene	427412	0.0002347	173	0.03689462
573	ATP6V0A1	gene	427148	0.00023455	145	0.048356
574	PPIF	gene	425778	0.0002338	173	0.02867265
575	NUP214	gene	425493	0.00023365	165	0.03240802
576	DYNLRB1	gene	425330	0.00023356	148	0.05050847
577	PUM1	gene	425220	0.0002335	186	0.02958294
578	QKI	gene	425024	0.00023339	157	0.04595163
579	ATP6V1F	gene	424908	0.00023332	139	0.05460652
580	MPDZ	gene	424696	0.00023321	125	0.07398792
581	ECHS1	gene	424609	0.00023316	211	0.01842436
582	NAA40	gene	424172	0.00023292	231	0.0068029
583	EMG1	gene	424155	0.00023291	187	0.0233585
584	WRN	gene	423699	0.00023266	160	0.04116907
585	POR	gene	423559	0.00023258	162	0.04245682
586	TNRC6B	gene	423548	0.00023258	190	0.02388812
587	OBSL1	gene	422926	0.00023224	211	0.00647968
588	IWS1	gene	422716	0.00023212	184	0.03127307
589	PINK1	gene	422645	0.00023208	151	0.04259531
590	ZC3H13	gene	422526	0.00023202	168	0.03861162
591	COX6C	gene	421901	0.00023167	175	0.02786381
592	IL1R1	gene	421597	0.00023151	96	0.12008233
593	FGD5	gene	421566	0.00023149	190	0.02112374
594	GATAD2B	gene	421285	0.00023134	169	0.03250851
595	H3C1	gene	418987	0.00023007	202	0.00660065
596	LSM3	gene	418224	0.00022965	165	0.03107949
597	KPNA3	gene	417917	0.00022949	173	0.03451983
598	NDE1	gene	417535	0.00022928	143	0.04673003
599	APPL1	gene	416957	0.00022896	141	0.05484613
600	HSPA5	gene	416171	0.00022853	192	0.00658827
601	KIF23	gene	416158	0.00022852	199	0.00655903
602	BMPR2	gene	416054	0.00022846	113	0.07618152
603	LONP1	gene	415392	0.0002281	156	0.05677811
604	KIF7	gene	415208	0.000228	153	0.03703457
605	MYO1E	gene	415156	0.00022797	171	0.03673958
606	TLE1	gene	414874	0.00022782	125	0.06613924
607	EIF4ENIF1	gene	414827	0.00022779	190	0.02353892
608	AGR2	gene	414678	0.00022771	203	0.00818699
609	AQR	gene	414355	0.00022753	169	0.02701147
610	CREB3	gene	412842	0.0002267	112	0.09346437
611	PRKAG1	gene	412823	0.00022669	131	0.06903266
612	GADD45GIP1	gene	412579	0.00022655	192	0.01939435
613	DNA2	gene	412471	0.0002265	153	0.04215242
614	NDUFA10	gene	411964	0.00022622	168	0.02269458
615	IREB2	gene	411896	0.00022618	192	0.03125348
616	LSM1	gene	411322	0.00022586	157	0.04797555
617	CACNA2D1	gene	411209	0.0002258	108	0.08436747
618	ROCK1	gene	410976	0.00022567	149	0.04356626
619	SHARPIN	gene	410682	0.00022551	131	0.06251936
620	MOSPD2	gene	410402	0.00022536	160	0.03835708
621	APOD	gene	410295	0.0002253	100	0.11069311
622	ITGA6	gene	409971	0.00022512	138	0.03832287
623	FGF17	gene	409791	0.00022502	120	0.07067847
624	PSMB6	gene	409594	0.00022492	156	0.03694489
625	MED23	gene	409410	0.00022481	166	0.02037
626	DDX46	gene	409195	0.0002247	176	0.03011407
627	JARID2	gene	408017	0.00022405	165	0.02957254
628	SLU7	gene	407401	0.00022371	161	0.03144604
629	STX8	gene	407243	0.00022362	127	0.04963469
630	EPB41	gene	407045	0.00022352	127	0.05857758
631	SYNJ2BP	gene	404642	0.0002222	98	0.12446543
632	PHIP	gene	404263	0.00022199	178	0.02190555
633	EVPL	gene	404110	0.0002219	86	0.12409999
634	RAB3A	gene	403556	0.0002216	115	0.07018533
635	TAF8	gene	403349	0.00022149	147	0.03270028
636	LAMB1	gene	403297	0.00022146	123	0.06052905
637	UBTF	gene	403272	0.00022144	176	0.02714562
638	MED9	gene	402938	0.00022126	172	0.01837294
639	FKBP4	gene	402699	0.00022113	160	0.02842661
640	PTPRK	gene	402135	0.00022082	124	0.06469609
641	VLDLR	gene	401264	0.00022034	103	0.07519028
642	LAMC1	gene	401254	0.00022034	122	0.05679488
643	FAS	gene	401136	0.00022027	135	0.04633339
644	H2BC21	gene	400918	0.00022015	198	0.00672795
645	MED28	gene	399643	0.00021945	160	0.0234893
646	AP1S1	gene	399506	0.00021938	128	0.03657843
647	ASCC1	gene	397625	0.00021834	178	0.02815874
648	GOSR1	gene	397501	0.00021828	109	0.07141072
649	PHC2	gene	396658	0.00021781	151	0.02908222
650	FZD4	gene	396543	0.00021775	111	0.04696208
651	PIP4K2A	gene	396153	0.00021754	169	0.03119366
652	CEP76	gene	395754	0.00021732	149	0.05474992
653	LARP4B	gene	395432	0.00021714	187	0.01877535
654	BRCA1	gene	394780	0.00021678	175	0.00648307
655	AGT	gene	394503	0.00021663	104	0.0894275
656	NIPBL	gene	394465	0.00021661	123	0.06930451
657	PIK3C2A	gene	393082	0.00021585	158	0.02565689
658	KIF1B	gene	392969	0.00021579	151	0.03323005
659	SPAG8	gene	392733	0.00021566	70	0.1671227
660	HNRNPUL1	gene	392084	0.0002153	187	0.01703474
661	SEC24D	gene	391673	0.00021507	111	0.06998307
662	BAIAP2	gene	391089	0.00021475	142	0.02868016
663	FIP1L1	gene	390994	0.0002147	172	0.02260575
664	AZGP1	gene	390968	0.00021469	114	0.08191457
665	PRC1	gene	390736	0.00021456	195	0.00621875
666	TSPAN5	gene	390734	0.00021456	94	0.11201249
667	IKBKE	gene	389997	0.00021415	139	0.04137698
668	MED20	gene	389653	0.00021397	156	0.02304788
669	INSIG2	gene	389520	0.00021389	140	0.04799534
670	SPPL2B	gene	389514	0.00021389	102	0.10495936
671	RBM39	gene	388160	0.00021315	198	0.00495925
672	HDAC7	gene	387944	0.00021303	142	0.03862327
673	EPN1	gene	387156	0.00021259	140	0.03276937
674	ABCF3	gene	387060	0.00021254	200	0.02269125
675	FBXW7	gene	386889	0.00021245	191	0.00597375
676	COPS3	gene	386725	0.00021236	143	0.03844035
677	TLE3	gene	386562	0.00021227	124	0.05943237
678	BCS1L	gene	386446	0.0002122	171	0.03058023
679	RBMS1	gene	386386	0.00021217	180	0.02263689
680	EP400	gene	386166	0.00021205	158	0.02264583
681	TWF1	gene	385522	0.0002117	149	0.03144251
682	SNRNP70	gene	385206	0.00021152	214	0.00532176
683	PORCN	gene	385176	0.00021151	82	0.13585745
684	EDC3	gene	383704	0.0002107	133	0.0555244
685	MED12	gene	383297	0.00021048	160	0.02251324
686	MPPE1	gene	383259	0.00021045	84	0.1402961
687	TAGLN2	gene	383116	0.00021038	158	0.03480925
688	PPIL1	gene	383044	0.00021034	157	0.0258606
689	NOL10	gene	383039	0.00021033	178	0.01835017
690	MRPL53	gene	383005	0.00021032	174	0.01898994
691	PBX2	gene	382901	0.00021026	84	0.13701912
692	MRPS17	gene	382852	0.00021023	190	0.01360342
693	FAF1	gene	382489	0.00021003	142	0.03435428
694	PLXNA2	gene	382449	0.00021001	97	0.09365533
695	MYO5B	gene	381850	0.00020968	137	0.04946026
696	ATRX	gene	381696	0.0002096	256	0.02889453
697	CEP170	gene	381319	0.00020939	150	0.03281741
698	PPIG	gene	380958	0.00020919	162	0.02616965
699	COL2A1	gene	380892	0.00020915	78	0.13886314
700	PPM1B	gene	380457	0.00020892	148	0.03424657
701	PPP1R12A	gene	380279	0.00020882	162	0.02756849
702	SAC3D1	gene	379974	0.00020865	102	0.10439779
703	BTBD9	gene	379179	0.00020821	192	0.02305015
704	TET2	gene	379167	0.00020821	148	0.03117575
705	KCNQ1	gene	378562	0.00020788	138	0.05374339
706	GLI1	gene	378469	0.00020782	147	0.03562068
707	WDR26	gene	377948	0.00020754	125	0.05213791
708	GPATCH4	gene	377757	0.00020743	170	0.03294849
709	FGF13	gene	377532	0.00020731	121	0.05083234
710	MDN1	gene	377393	0.00020723	184	0.0173101
711	ATL3	gene	377359	0.00020721	133	0.05400058
712	EPN2	gene	376826	0.00020692	136	0.03262172
713	IL17RA	gene	376422	0.0002067	111	0.07474588
714	SELENBP1	gene	376005	0.00020647	90	0.12645196
715	SUMO2	gene	375655	0.00020628	181	0.00638342
716	HAUS2	gene	375450	0.00020617	150	0.02716854
717	ITGB8	gene	375327	0.0002061	112	0.05909054
718	S100A10	gene	374985	0.00020591	131	0.04799183
719	RBM45	gene	374874	0.00020585	181	0.01878561
720	GOLPH3	gene	374659	0.00020573	123	0.05637781
721	LSM10	gene	373885	0.00020531	158	0.03214086
722	RACK1	gene	372536	0.00020457	186	0.00572567
723	MRPS33	gene	371312	0.00020389	181	0.01474448
724	SLC39A4	gene	370952	0.0002037	84	0.13240684
725	EHHADH	gene	370849	0.00020364	172	0.02616342
726	ERC1	gene	370416	0.0002034	128	0.05161742
727	MGST3	gene	370268	0.00020332	128	0.06853556
728	USP8	gene	370225	0.0002033	129	0.04697397
729	MED25	gene	370181	0.00020327	146	0.0240794
730	ATIC	gene	369883	0.00020311	142	0.03826762
731	CCNT2	gene	368699	0.00020246	148	0.02551019
732	SNX9	gene	368344	0.00020226	139	0.0320211
733	EAF1	gene	368213	0.00020219	129	0.04921687
734	SLC1A5	gene	367044	0.00020155	143	0.03211631
735	LSS	gene	366683	0.00020135	63	0.22996102
736	NDUFC2	gene	366619	0.00020132	127	0.03579571
737	ZZZ3	gene	366494	0.00020125	148	0.03029632
738	STAG2	gene	366436	0.00020122	137	0.03550024
739	CCDC124	gene	365780	0.00020086	183	0.01112295
740	CSDE1	gene	365183	0.00020053	162	0.02628047
741	NAA10	gene	364947	0.0002004	138	0.0494669
742	GRIP1	gene	364885	0.00020037	110	0.06292011
743	PEBP4	gene	364237	0.00020001	200	0.01468535
744	TFAP2C	gene	364172	0.00019997	105	0.08705616
745	PHC3	gene	363976	0.00019987	140	0.02566655
746	MRPL37	gene	363772	0.00019975	173	0.01383591
747	PKD2	gene	363768	0.00019975	90	0.0970825
748	HSPB11	gene	363628	0.00019967	111	0.06873096
749	CDK6	gene	363350	0.00019952	301	0.01217993
750	SUN2	gene	363042	0.00019935	131	0.04763683
751	ATG7	gene	362795	0.00019922	127	0.04273457
752	TGM2	gene	362736	0.00019919	130	0.04653166
753	CDK13	gene	362590	0.0001991	146	0.03262098
754	TIAM1	gene	362549	0.00019908	130	0.03119889
755	ITGA3	gene	362543	0.00019908	118	0.03839468
756	EXOC7	gene	362387	0.00019899	118	0.04773034
757	PHF8	gene	362137	0.00019886	156	0.02452686
758	FKBP3	gene	361992	0.00019878	177	0.01789643
759	NDUFB11	gene	361384	0.00019844	139	0.02582464
760	GTF3C3	gene	361381	0.00019844	131	0.05342069
761	SPRY1	gene	361379	0.00019844	89	0.09726046
762	PDF	gene	360991	0.00019823	161	0.03189508
763	CHD4	gene	360958	0.00019821	177	0.00547044
764	HMGN5	gene	360473	0.00019794	144	0.04448846
765	COPS7A	gene	360404	0.0001979	131	0.04187251
766	FRYL	gene	360037	0.0001977	131	0.05046809
767	TMED3	gene	360010	0.00019769	176	0.01680958
768	HNRNPA0	gene	359730	0.00019753	183	0.01211777
769	BBS7	gene	359681	0.00019751	110	0.06439737
770	LARP7	gene	359612	0.00019747	184	0.00499984
771	CHAF1A	gene	359585	0.00019745	159	0.02255884
772	SAV1	gene	359360	0.00019733	117	0.06136585
773	RPS16	gene	359333	0.00019732	194	0.0048695
774	DDX42	gene	359270	0.00019728	169	0.02066722
775	RYR2	gene	359264	0.00019728	95	0.08240986
776	CACNA2D2	gene	359008	0.00019714	78	0.11595427
777	RAC1	gene	358870	0.00019706	154	0.00959561
778	UBA2	gene	358682	0.00019696	145	0.032982
779	BPTF	gene	358253	0.00019672	151	0.02657787
780	FEM1B	gene	357308	0.0001962	112	0.05791374
781	MBIP	gene	357281	0.00019619	123	0.04527658
782	SIGMAR1	gene	357202	0.00019615	111	0.05783104
783	ADAM10	gene	356962	0.00019601	111	0.04486645
784	SEC62	gene	356786	0.00019592	124	0.05358355
785	ATG12	gene	356568	0.0001958	116	0.0517822
786	HELZ	gene	356454	0.00019574	153	0.03048365
787	PATL1	gene	356068	0.00019552	152	0.02806149
788	RBM47	gene	355981	0.00019548	160	0.0326493
789	PBRM1	gene	355917	0.00019544	204	0.03433168
790	CACNA1D	gene	355912	0.00019544	93	0.05859852
791	AR	gene	355792	0.00019537	150	0.00880601
792	MAPK11	gene	355686	0.00019531	146	0.03388808
793	CCL28	gene	355673	0.00019531	50	0.23030423
794	NCOA3	gene	355208	0.00019505	250	0.0155548
795	APOC1	gene	354116	0.00019445	73	0.12504216
796	RBM3	gene	354060	0.00019442	143	0.03826692
797	IFT140	gene	353975	0.00019437	102	0.06777374
798	PRKD1	gene	353974	0.00019437	133	0.03563558
799	MAP2K3	gene	353454	0.00019409	156	0.02088265
800	FBN1	gene	353085	0.00019389	87	0.08534844
801	KDM6A	gene	352128	0.00019336	280	0.01672409
802	MAPK6	gene	351931	0.00019325	133	0.04824042
803	PHF10	gene	351876	0.00019322	130	0.03760828
804	POLR1E	gene	351821	0.00019319	151	0.02600449
805	HEXIM1	gene	351372	0.00019294	176	0.00502737
806	MCC	gene	351123	0.00019281	158	0.02599549
807	LYRM4	gene	350886	0.00019268	107	0.06869934
808	HOOK3	gene	350094	0.00019224	119	0.06029942
809	KIAA0355	gene	350058	0.00019222	148	0.0310301
810	NSMCE2	gene	349944	0.00019216	82	0.1206164
811	SLC2A1	gene	349466	0.0001919	119	0.05071238
812	CTSD	gene	349398	0.00019186	117	0.05373534
813	TOP2B	gene	349389	0.00019186	167	0.01543737
814	DOCK1	gene	349061	0.00019168	107	0.04636725
815	GRIN3A	gene	348935	0.00019161	78	0.10527665
816	DRG2	gene	348895	0.00019158	168	0.02163909
817	SLC25A41	gene	348593	0.00019142	135	0.03663687
818	YWHAH	gene	348047	0.00019112	163	0.00995923
819	RPS11	gene	347527	0.00019083	186	0.00510027
820	RBBP6	gene	347305	0.00019071	153	0.02318059
821	RPS2	gene	347233	0.00019067	188	0.00487879
822	NCALD	gene	347074	0.00019058	95	0.07229296
823	MORF4L2	gene	346371	0.0001902	142	0.02760725
824	NCAPH2	gene	346187	0.0001901	138	0.03565601
825	ALDH3A2	gene	345527	0.00018974	138	0.03242825
826	BLVRB	gene	345370	0.00018965	139	0.02991846
827	GATA4	gene	345160	0.00018953	109	0.06258411
828	DCTN3	gene	344469	0.00018915	117	0.03975876
829	CASC3	gene	344393	0.00018911	146	0.02272894
830	RNF123	gene	344295	0.00018906	147	0.01117111
831	EWSR1	gene	344201	0.00018901	178	0.00641577
832	CDK9	gene	344061	0.00018893	170	0.00530235
833	RPL23	gene	343379	0.00018856	180	0.00500372
834	ATP6V1H	gene	342268	0.00018795	119	0.03406241
835	CALML5	gene	342221	0.00018792	135	0.00873643
836	HNRNPUL2	gene	341973	0.00018778	168	0.01760534
837	NDRG1	gene	341887	0.00018774	148	0.02788122
838	EXOC5	gene	341864	0.00018772	111	0.04900711
839	YTHDC2	gene	341806	0.00018769	154	0.02620065
840	H2AX	gene	341733	0.00018765	164	0.00580284
841	ACAD9	gene	341732	0.00018765	136	0.02989739
842	SLC25A24	gene	341572	0.00018756	147	0.02521559
843	PNKD	gene	341484	0.00018752	111	0.06495633
844	TAF4B	gene	341411	0.00018748	119	0.04470337
845	COG4	gene	340862	0.00018717	92	0.0804327
846	AURKAIP1	gene	340779	0.00018713	151	0.02077391
847	IFNAR2	gene	340352	0.00018689	87	0.08524038
848	TECR	gene	340051	0.00018673	144	0.0237869
849	F3	gene	340050	0.00018673	76	0.10433657
850	ZMYND8	gene	339986	0.00018669	137	0.03003094
851	CISD3	gene	339864	0.00018663	147	0.03275864
852	CHD1L	gene	339504	0.00018643	138	0.02607363
853	MANSC1	gene	338810	0.00018605	97	0.08189694
854	LTBP1	gene	338775	0.00018603	91	0.08103576
855	BAZ1B	gene	338103	0.00018566	159	0.01592125
856	PAIP1	gene	337759	0.00018547	143	0.02635423
857	SAP130	gene	337390	0.00018527	132	0.02680014
858	RANBP10	gene	337097	0.00018511	92	0.08996247
859	RPS9	gene	337022	0.00018507	179	0.00481823
860	ATXN7	gene	337009	0.00018506	133	0.02827228
861	DAZAP2	gene	336641	0.00018486	89	0.08808104
862	FABP5	gene	336590	0.00018483	120	0.04660395
863	ARPC5L	gene	336265	0.00018465	110	0.06107634
864	FGFR4	gene	336166	0.0001846	189	0.04268941
865	TRIP12	gene	336013	0.00018451	131	0.04210958
866	POM121	gene	336011	0.00018451	123	0.03626904
867	PLA2G10	gene	335996	0.0001845	81	0.1144531
868	LRRK1	gene	335566	0.00018427	107	0.05888873
869	NASP	gene	334644	0.00018376	137	0.02975651
870	IFNGR1	gene	334292	0.00018357	86	0.07972636
871	DCAF5	gene	334268	0.00018355	103	0.05870984
872	SLC25A11	gene	334266	0.00018355	144	0.02686755
873	F5	gene	334229	0.00018353	85	0.0677372
874	RABGEF1	gene	334182	0.00018351	114	0.04459518
875	ACVR1B	gene	334140	0.00018348	78	0.10169104
876	FRS2	gene	333905	0.00018335	112	0.03537076
877	ZNF593	gene	333862	0.00018333	147	0.02447805
878	ZC3H18	gene	333747	0.00018327	173	0.00510364
879	HSPD1	gene	333708	0.00018325	167	0.00655895
880	GTPBP1	gene	333230	0.00018298	120	0.04132031
881	KCNQ3	gene	332831	0.00018276	134	0.03437101
882	DAPK1	gene	332609	0.00018264	126	0.03205411
883	PEF1	gene	332606	0.00018264	107	0.05025039
884	RPL11	gene	332586	0.00018263	174	0.00553154
885	STAT3	gene	332552	0.00018261	144	0.00728464
886	NSMCE1	gene	332115	0.00018237	71	0.12910391
887	CCDC137	gene	331989	0.0001823	149	0.03272594
888	SYN2	gene	331969	0.00018229	107	0.04852806
889	HAUS4	gene	331885	0.00018224	109	0.04534829
890	CACNA1B	gene	331865	0.00018223	86	0.06649623
891	RPS18	gene	331586	0.00018208	175	0.00474149
892	ATP6V0B	gene	331411	0.00018198	102	0.04945577
893	APP	gene	331346	0.00018195	131	0.00755563
894	LOX	gene	331328	0.00018194	102	0.06516824
895	SLC18A3	gene	330978	0.00018175	95	0.05216893
896	ARL6IP5	gene	330612	0.00018155	110	0.0533534
897	C9orf78	gene	330576	0.00018153	154	0.00692789
898	ZC3H11A	gene	330502	0.00018148	139	0.03126396
899	FZD10	gene	330318	0.00018138	82	0.09320719
900	DLAT	gene	330304	0.00018138	135	0.02781484
901	SLC22A9	gene	329905	0.00018116	69	0.14865399
902	SNX3	gene	329630	0.00018101	115	0.04649296
903	ZNF24	gene	329551	0.00018096	76	0.10713088
904	OTUD3	gene	329402	0.00018088	162	0.02010143
905	NUP133	gene	329279	0.00018081	138	0.02130658
906	G3BP1	gene	328704	0.0001805	162	0.00554398
907	CDT1	gene	328548	0.00018041	111	0.04728354
908	SPATA5	gene	327719	0.00017996	128	0.04160573
909	CSTF2T	gene	325919	0.00017897	129	0.03636156
910	HSPA1B	gene	325620	0.0001788	156	0.00567733
911	ETS1	gene	325340	0.00017865	112	0.04250381
912	UQCR11	gene	325262	0.00017861	117	0.02818183
913	COL8A1	gene	325233	0.00017859	78	0.10125057
914	MRPL51	gene	325230	0.00017859	150	0.01500981
915	MRPL48	gene	324858	0.00017839	153	0.01177309
916	GET4	gene	324748	0.00017833	112	0.04683876
917	UBASH3B	gene	324725	0.00017831	118	0.04610466
918	RTN3	gene	324340	0.0001781	107	0.05251884
919	USP47	gene	324327	0.00017809	119	0.04493378
920	UBE2D4	gene	324241	0.00017805	106	0.05644078
921	ARID2	gene	324144	0.00017799	121	0.03056389
922	WASF2	gene	324112	0.00017798	110	0.04133874
923	BBS4	gene	324039	0.00017794	94	0.07009798
924	CAV1	gene	324034	0.00017793	131	0.00756365
925	TEKT4	gene	323918	0.00017787	64	0.12303574
926	ZG16B	gene	323719	0.00017776	85	0.10375691
927	DCUN1D1	gene	323566	0.00017768	120	0.02822871
928	RABGGTA	gene	323485	0.00017763	92	0.0573804
929	TXN2	gene	323338	0.00017755	123	0.03880902
930	UCN	gene	323315	0.00017754	72	0.12136981
931	MED11	gene	323296	0.00017753	129	0.01694823
932	GOT2	gene	322977	0.00017735	111	0.0486684
933	NUP210	gene	322951	0.00017734	125	0.03244757
934	RPS6KB1	gene	322849	0.00017728	120	0.03783708
935	ADARB1	gene	322779	0.00017724	133	0.0421538
936	MRPL42	gene	322538	0.00017711	148	0.01385149
937	LLGL2	gene	322506	0.00017709	123	0.03702685
938	CHCHD4	gene	321931	0.00017678	111	0.05267434
939	CDK3	gene	321887	0.00017675	92	0.08647458
